OSEBuildingID;DataYear;BuildingType;PrimaryPropertyType;PropertyName;Address;City;State;ZipCode;TaxParcelIdentificationNumber;CouncilDistrictCode;Neighborhood;Latitude;Longitude;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);ListOfAllPropertyUseTypes;LargestPropertyUseType;LargestPropertyUseTypeGFA;SecondLargestPropertyUseType;SecondLargestPropertyUseTypeGFA;ThirdLargestPropertyUseType;ThirdLargestPropertyUseTypeGFA;YearsENERGYSTARCertified;ENERGYSTARScore;SiteEUI(kBtu/sf);SiteEUIWN(kBtu/sf);SourceEUI(kBtu/sf);SourceEUIWN(kBtu/sf);SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);SteamUse(kBtu);Electricity(kWh);Electricity(kBtu);NaturalGas(therms);NaturalGas(kBtu);TotalGHGEmissions;GHGEmissionsIntensity;DefaultData;ComplianceStatus;Outlier;Predict_ghgemissions;Predict_energyuse
27,673;2017;NonResidential;Hotel;Hotel1000;1000 1st Ave.;Seattle;WA;98104.0;5017300000;7.0;DOWNTOWN;47.60505;-122.3361;2006.0;0.0;10.0;392,552;22,225;370,327;Hotel, Parking;Hotel;198,400;Parking;52,400;;;;30.0;96.30;96.30;202.70;202.60;19,105,676;19,097,586;;2,827,022;9,645,799.064;94,598.75;9,459,875.00;542.32;1.382;N;Compliant;;261.99;1996614.5
27,301;2017;Multifamily LR (1-4);Low-Rise Multifamily;Executive Estates F,G,H;1227 NE 143rd Street;Seattle;WA;98125.0;6632300610;5.0;North;47.73143;-122.31344;1968.0;1.0;3.0;143,369;;;Multifamily Housing, Parking;Multifamily;140,047;Parking;6,408;;;;87.0;23.70;23.50;74.50;73.70;3,324,222.75;3,286,606.25;;974,273.8125;3,324,222.24825;;;13.75;0.096;N;Compliant;;261.99;1996614.5
27,302;2017;Multifamily LR (1-4);Low-Rise Multifamily;Executive Estates M;14330 12th NE;Seattle;WA;98125.0;6632300625;5.0;North;47.73331;-122.31468;1976.0;1.0;3.0;44,230;;;Multifamily Housing;Multifamily;79,013;;;;;;71.0;24.80;24.40;77.90;76.70;1,960,294.75;1,930,556.25;;574,529.5;1,960,294.654;;;8.11;0.183;N;Compliant;;261.99;1996614.5
27,303;2017;NonResidential;Other;EMERSON;1249 NE 145TH ST;SEATTLE;WA;98155.0;6632300641;5.0;North;47.73368;-122.31366;1948.0;1.0;2.0;47,237;0;47,237;Other;Other;47,661;;;;;;;126.80;124.60;398.00;391.20;6,041,599;5,938,423;;1,770,691.25;6,041,598.545;;;24.99;0.529;N;Compliant;;261.99;1996614.5
27,304;2017;Multifamily HR (10+);High-Rise Multifamily;The Parc-Belltown Condominiums;76 Cedar St;Seattle;WA;98121.0;6633050000;7.0;DOWNTOWN;47.61533;-122.35145;2007.0;1.0;13.0;187,139;0;187,139;Multifamily Housing;Multifamily;187,139;;;;;;87.0;32.70;32.00;86.00;83.90;6,120,386.5;5,996,751;;1,354,505.875;4,621,574.0455;14,988.12;1,498,812.01;98.72;0.528;N;Compliant;;261.99;1996614.5
27,306;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Parc on Summit;1614 Summit Ave;Seattle;WA;98122.0;6633800000;3.0;EAST;47.61566;-122.32533;1990.0;2.0;5.0;57,091;;;Multifamily Housing;Multifamily;57,091;;;;;;;26.30;26.00;82.60;81.60;1,501,408.25;1,483,463.625;;440,037.5;1,501,407.95;;;6.21;0.109;N;Compliant;;261.99;1996614.5
27,321;2017;Multifamily LR (1-4);Low-Rise Multifamily;Village Vista;5000 22nd Ave NE;Seattle;WA;98105.0;7174800565;4.0;NORTHEAST;47.66512;-122.30419;1958.0;4.0;3.0;30,240;;;Multifamily Housing;Multifamily;30,240;;;;;;;29.50;29.20;92.60;91.70;891,784.8125;883,493.3125;;261,367.09375;891,784.523875;;;3.69;0.122;N;Compliant;;261.99;1996614.5
27,342;2017;Multifamily LR (1-4);Low-Rise Multifamily;Raven Wood;9502 - 9508 Ravenna Avenue NE;Seattle;WA;98115.0;7181000000;5.0;NORTH;47.69779;-122.30442;1979.0;1.0;3.0;21,798;;;Multifamily Housing;Multifamily;18,171;;;;;;67.0;32.70;32.20;102.80;101.10;594,957.625;585,222.375;;174,372.09375;594,957.583875;;;2.46;0.113;N;Compliant;;261.99;1996614.5
27,343;2017;Multifamily LR (1-4);Low-Rise Multifamily;Ravenna Woods;2300 NE 89TH ST;Seattle;WA;98115.0;7181200000;5.0;NORTHEAST;47.69327;-122.30347;1981.0;1.0;3.0;42,448;0;42,448;Multifamily Housing;Multifamily;42,443;;;;;;71.0;30.70;30.20;96.40;94.80;1,302,680.5;1,280,896.875;;381,793.8125;1,302,680.48825;;;5.39;0.127;N;Compliant;;261.99;1996614.5
27,348;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Regata Condominium;1700 N Northlake Way;Seattle;WA;98103.0;7212100000;4.0;LAKE UNION;47.64734;-122.33671;2002.0;1.0;5.0;125,241;;;Multifamily Housing, Parking;Multifamily;138,442;Parking;53,533;;;;96.0;42.20;41.60;79.50;78.80;5,846,189;5,758,164.5;;682,054.8125;2,327,171.02025;35,190.18;3,519,017.97;196.52;1.569;N;Compliant;;261.99;1996614.5
27,350;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Regatta;1502 Alki Ave SW;Seattle;WA;98116.0;7212240000;1.0;SOUTHWEST;47.59028;-122.39281;1997.0;1.0;6.0;21,900;;;Multifamily Housing;Multifamily;21,900;;;;;;;30.40;29.70;62.50;61.90;664,809;651,265.5;;94,101.1015625;321,072.95853125;3,437.36;343,735.99;19.58;0.894;N;Compliant;;261.99;1996614.5
27,352;2017;Multifamily LR (1-4);Low-Rise Multifamily;Park Lane Place Condominium;400  Boylston Ave E;Seattle;WA;98102.0;6648210000;3.0;EAST;47.62212;-122.32293;1931.0;1.0;4.0;32,430;;;Multifamily Housing;Multifamily;32,430;;;;;;59.0;44.20;43.40;107.00;104.40;1,434,136.75;1,407,345.75;;275,317.59375;939,383.629875;4,947.53;494,752.98;30.16;0.93;N;Compliant;;261.99;1996614.5
27,359;2017;Multifamily LR (1-4);Low-Rise Multifamily;Parkshore Villa;9030 Seward Park Ave S;Seattle;WA;98118.0;6649400000;2.0;SOUTHEAST;47.52241;-122.2645;1971.0;1.0;4.0;87,696;0;87,696;Multifamily Housing;Multifamily;87,696;;;;;;18.0;29.40;28.80;92.40;90.50;2,580,823.75;2,528,764.75;;756,396.125;2,580,823.5785;;;10.68;0.122;N;Compliant;;261.99;1996614.5
27,360;2017;Multifamily LR (1-4);Low-Rise Multifamily;Park Summit Condo;211 Summit Ave E;Seattle;WA;98102.0;6649420000;3.0;EAST;47.62006;-122.32585;1984.0;1.0;4.0;50,299;0;50,299;Multifamily Housing;Multifamily;41,299;;;;;;;41.70;41.10;130.90;129.10;1,721,314.125;1,697,770.125;;504,488.1875;1,721,313.69575;;;7.12;0.142;N;Compliant;;261.99;1996614.5
27,361;2017;Multifamily LR (1-4);Low-Rise Multifamily;Park Terrace Condo HOA;530 West Olympic Place;Seattle;WA;98119.0;6649450000;7.0;MAGNOLIA / QUEEN ANNE;47.62733;-122.3645;1949.0;1.0;4.0;34,882;6,147;28,735;Multifamily Housing, Parking;Multifamily;28,735;Parking;6,147;;;;56.0;88.30;87.80;119.10;118.60;2,536,029.25;2,521,648;;106,618.203125;363,781.3090625;21,722.48;2,172,247.85;116.87;3.351;N;Compliant;;261.99;1996614.5
27,363;2017;Multifamily LR (1-4);Low-Rise Multifamily;PARKE GRANDVIEW;1520 15TH AVE E;Seattle;WA;98112.0;6654500000;3.0;EAST;47.63289;-122.31224;1980.0;1.0;4.0;26,808;;;Multifamily Housing;Multifamily;26,808;;;;;;29.0;35.90;35.30;112.60;110.90;961,315.125;946,761.5;;281,745.3125;961,315.00625;;;3.98;0.148;N;Compliant;;261.99;1996614.5
27,365;2017;SPS-District K-12;K-12 School;Adams Elementary;6110 28th Ave. N.W.;Seattle;WA;98107.0;6658000060;6.0;BALLARD;47.67363;-122.39152;1989.0;1.0;2.0;57,298;0;57,298;K-12 School;K-12 School;59,986;;;;;;89.0;28.60;28.50;89.80;89.50;1,715,157.25;1,709,821.625;;502,683.8125;1,715,157.16825;;;7.10;0.124;Y;Not Compliant;;261.99;1996614.5
27,369;2017;Multifamily HR (10+);High-Rise Multifamily;Parkview Plaza;1101 Seneca St;Seattle;WA;98101.0;6669140000;3.0;EAST;47.61063;-122.32601;1981.0;1.0;18.0;78,538;;;Multifamily Housing, Parking, Swimming Pool;Multifamily;78,538;Parking;19,200;Swimming Pool;0;;4.0;76.40;75.10;201.90;197.90;5,999,414.5;5,900,850;;1,339,790.75;4,571,366.039;14,280.48;1,428,047.95;94.76;1.206;N;Compliant;;261.99;1996614.5
27,378;2017;NonResidential;Supermarket / Grocery Store;Safeway 1550 - Roosevelt Way;7300 Roosevelt Way NE;Seattle;WA;98115.0;6716700415;4.0;NORTHEAST;47.68217;-122.31675;1997.0;1.0;1.0;76,585;38,585;38,000;Parking, Supermarket/Grocery Store;Supermarket;41,447;Parking;0;;;;32.0;283.20;283.30;714.40;714.50;11,739,814;11,742,186;;2,423,699.75;8,269,663.547;34,701.50;3,470,150.39;218.51;2.853;N;Compliant;;261.99;1996614.5
27,381;2017;NonResidential;Worship Facility;Cross & Crown Church;4554 12th Ave NE;Seattle;WA;98105.0;6746700035;4.0;NORTHEAST;47.66295;-122.31494;1938.0;1.0;3.0;26,373;0;26,373;Worship Facility;Worship Fac;26,373;;;;;;72.0;43.90;41.80;69.10;66.90;1,156,935.75;1,102,460.25;;85,227.8984375;290,797.58946875;8,661.38;866,137.99;47.20;1.79;N;Compliant;;261.99;1996614.5
27,386;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Renaissance at 1st and Lee;1414 1st Ave W;Seattle;WA;98119.0;7215650000;7.0;MAGNOLIA / QUEEN ANNE;47.63176;-122.35763;2004.0;1.0;6.0;40,128;;;Multifamily Housing;Multifamily;40,128;;;;;;;43.10;42.30;76.20;75.40;1,728,184.75;1,697,218.125;;174,278.703125;594,638.9350625;11,335.46;1,133,546.00;62.66;1.562;N;Compliant;;261.99;1996614.5
27,387;2017;Multifamily LR (1-4);Low-Rise Multifamily;The Renaissance Condominium Association of Queen Anne;1011 5th Avenue N;Seattle;WA;98109.0;7215700000;7.0;MAGNOLIA / QUEEN ANNE;47.62848;-122.34788;1985.0;1.0;4.0;24,581;;;Multifamily Housing, Parking;Multifamily;24,948;Parking;5,035;;;;;25.20;24.50;79.20;76.90;629,538.1875;610,965.125;;184,507.09375;629,538.203875;;;2.60;0.106;N;Compliant;;261.99;1996614.5
27,388;2017;Multifamily LR (1-4);Low-Rise Multifamily;RENAISSANCE ON QUEEN ANNE;810 Taylor AVE N;Seattle;WA;98109.0;7215750000;7.0;MAGNOLIA / QUEEN ANNE;47.62662;-122.34577;1978.0;1.0;3.0;34,066;;;Multifamily Housing;Multifamily;34,066;;;;;;78.0;25.90;25.50;81.40;80.00;883,316.625;867,468.8125;;258,885.296875;883,316.6329375;;;3.65;0.107;N;Compliant;;261.99;1996614.5
27,389;2017;Campus;Small- and Mid-Sized Office;Leschi Lakecenter;120 Lakeside Avenue S;Seattle;WA;98122.0;4114601145;3.0;CENTRAL;47.60207;-122.28481;1956.0;6.0;2.0;75,868;0;75,868;Non-Refrigerated Warehouse, Office, Restaurant, Retail Store;Office;50,379;Restaurant;12,622;Retail Store;6,662;;;73.20;72.20;229.80;226.60;5,552,679.5;5,474,732;;1,627,397.125;5,552,678.9905;;;22.97;0.303;Y;Not Compliant;;261.99;1996614.5
27,397;2017;Multifamily LR (1-4);Low-Rise Multifamily;Gables Cooperative Association;409 16th Avenue East;Seattle;WA;98112.0;4232400680;3.0;EAST;47.62249;-122.31183;1911.0;2.0;4.0;33,430;;;Multifamily Housing;Multifamily;33,433;;;;;;53.0;74.30;72.80;96.00;94.50;2,482,864.5;2,433,414;;84,575.203125;288,570.5930625;21,942.94;2,194,293.95;117.73;3.522;N;Compliant;;261.99;1996614.5
27,405;2017;Multifamily LR (1-4);Low-Rise Multifamily;Harrison at 15th;1505 E. Harrison;Seattle;WA;98112.0;4232401360;3.0;EAST;47.62186;-122.3125;2001.0;1.0;4.0;28,878;;;Multifamily Housing, Parking, Retail Store;Multifamily;18,297;Parking;6,352;Retail Store;4,229;;;28.70;28.70;85.00;85.00;645,568.625;645,568.625;;173,343.09375;591,446.635875;541.22;54,122.00;5.32;0.184;N;Compliant;;261.99;1996614.5
27,406;2017;NonResidential;Mixed Use Property;The GreenLind Building;340 15th Ave E;Seattle;WA;98112.0;4232401365;3.0;EAST;47.62164;-122.31238;1947.0;1.0;2.0;21,656;0;21,656;Office, Other - Entertainment/Public Assembly, Other - Public Services, Restaurant, Urgent Care/Clinic/Other Outpatient;Other - Ent;5,656;Other - Public Services;5,561;Restaurant;5,090;;;78.40;76.70;135.40;133.40;1,698,757.25;1,659,979.25;;161,016.5;549,388.298;11,493.69;1,149,369.04;63.32;2.924;N;Compliant;;261.99;1996614.5
27,416;2017;Multifamily HR (10+);High-Rise Multifamily;University House;4700 12th Ave NE;Seattle;WA;98105.0;6746700055;4.0;NORTHEAST;47.66341;-122.3149;1971.0;1.0;11.0;72,831;;;Multifamily Housing, Non-Refrigerated Warehouse;Multifamily;46,104;Non-Refrigerated Warehouse;23,823;;;;59.0;39.30;38.50;123.50;120.80;2,750,564.25;2,690,739.25;;805,692.3125;2,749,022.17025;15.42;1,542.00;11.45;0.157;N;Compliant;;261.99;1996614.5
27,417;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Helix-Ellipse Apartments - ll06;4744 12th Ave NE;Seattle;WA;98105.0;6746700110;4.0;NORTHEAST;47.66438;-122.31499;2006.0;1.0;6.0;82,254;21,764;60,490;Multifamily Housing;Multifamily;60,490;;;;;;91.0;27.50;27.20;86.20;85.60;1,661,203.25;1,648,329.125;;486,870.8125;1,661,203.21225;;;6.87;0.084;N;Compliant;;261.99;1996614.5
29,069;2017;Multifamily LR (1-4);Senior Care Community;Lakeshore;11448 Rainier Ave S;Seattle;WA;98178.0;1180001715;;;;;1995.0;1.0;3.0;124,930;;;Senior Care Community;Senior Care;132,284;;;;;;;51.80;51.20;122.50;120.90;6,851,950.5;6,774,157;;1,264,088.75;4,313,070.815;25,388.79;2,538,878.91;152.68;1.222;N;Compliant;;261.99;1996614.5
27,430;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Acacia Court;4707 12th Ave NE;Seattle;WA;98105.0;6746700930;4.0;NORTHEAST;47.6634;-122.31556;2005.0;1.0;6.0;57,700;15,569;42,131;Multifamily Housing, Office, Parking;Multifamily;39,935;Parking;15,540;Office;2,695;;;48.30;47.50;103.20;101.90;2,057,198.875;2,025,900.75;;314,287.6875;1,072,349.58975;9,848.49;984,849.02;56.74;0.983;Y;Not Compliant;;261.99;1996614.5
27,431;2017;Multifamily LR (1-4);Low-Rise Multifamily;Residence At 5th Avenue North Condominium;815 5th Ave N;Seattle;WA;98109.0;7242000000;7.0;MAGNOLIA / QUEEN ANNE;47.62698;-122.3473;2002.0;1.0;4.0;58,359;;;Multifamily Housing;Multifamily;58,359;;;;;;81.0;30.80;30.80;74.30;74.40;1,795,738.25;1,796,198.875;;343,937.3125;1,173,514.11025;6,222.24;622,224.02;37.90;0.649;N;Compliant;;261.99;1996614.5
27,433;2017;Multifamily LR (1-4);Low-Rise Multifamily;Ridgemont Condominium;7720 Greenwood Ave N;Seattle;WA;98103.0;7308870000;6.0;NORTHWEST;47.68523;-122.35492;2002.0;1.0;4.0;23,236;;;Multifamily Housing;Multifamily;23,236;;;;;;58.0;28.00;27.40;87.90;86.00;650,576.625;636,470.125;;190,673.09375;650,576.595875;;;2.69;0.116;N;Compliant;;261.99;1996614.5
27,436;2017;Multifamily LR (1-4);Low-Rise Multifamily;Phinney Terrace;6561 Phinney Ave N;Seattle;WA;98103.0;7321900125;6.0;NORTHWEST;47.67711;-122.35471;1984.0;1.0;3.0;43,788;;;Multifamily Housing, Retail Store;Multifamily;43,425;Retail Store;363;;;;;30.30;30.00;95.20;94.20;1,327,082.75;1,313,435.375;;388,945.6875;1,327,082.68575;;;5.49;0.125;Y;Not Compliant;;261.99;1996614.5
27,438;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Riva at Lake Union;1550 Eastlake Ave. East;Seattle;WA;98102.0;7326250000;4.0;LAKE UNION;47.63363;-122.32528;1996.0;1.0;7.0;39,329;;;Multifamily Housing;Multifamily;39,329;;;;;;82.0;24.20;23.80;75.90;74.80;950,157.375;937,475.875;;278,475.1875;950,157.33975;;;3.93;0.1;N;Compliant;;261.99;1996614.5
27,459;2017;Multifamily LR (1-4);Low-Rise Multifamily;The Gilbert House Apartments;1529 Queen Anne Ave. N.;Seattle;WA;98109.0;4232903850;7.0;MAGNOLIA / QUEEN ANNE;47.63338;-122.35738;2005.0;1.0;4.0;87,261;;;Multifamily Housing;Multifamily;97,425;;;;;;96.0;19.60;19.50;45.60;45.60;1,905,976.75;1,902,004.25;;342,852.1875;1,169,811.66375;7,361.65;736,164.99;43.94;0.504;N;Compliant;;261.99;1996614.5
27,472;2017;Multifamily LR (1-4);Low-Rise Multifamily;The Magnolia;4250 34th Ave W;Seattle;WA;98199.0;4235400735;7.0;MAGNOLIA / QUEEN ANNE;47.65904;-122.40044;1989.0;1.0;3.0;34,854;;;Multifamily Housing;Multifamily;25,666;;;;;;58.0;32.30;32.40;101.60;101.60;830,196.3125;830,408.875;;243,316.59375;830,196.217875;;;3.43;0.099;N;Compliant;;261.99;1996614.5
27,482;2017;NonResidential;Warehouse;8000 5th Ave S;8000 5th Ave s;Seattle;WA;98108.0;7327901685;1.0;GREATER DUWAMISH;47.53104;-122.32784;1977.0;1.0;1.0;24,024;0;24,024;Non-Refrigerated Warehouse, Other - Services;Non-Refrige;14,314;Other - Services;9,710;;;;;14.80;14.50;46.60;45.50;356,563.40625;347,855.90625;;104,502.796875;356,563.5429375;;;1.48;0.061;N;Compliant;;261.99;1996614.5
27,488;2017;NonResidential;Warehouse;West Coast Wire Rope & Rigging Inc;7777 7th Ave South;Seattle;WA;98108.0;7327903120;1.0;GREATER DUWAMISH;47.53326;-122.32579;1953.0;1.0;1.0;42,420;0;42,420;Non-Refrigerated Warehouse, Office, Other;Non-Refrige;27,420;Other;10,000;Office;5,000;;27.0;28.30;27.20;53.40;52.30;1,198,418.875;1,151,798.75;;141,365.09375;482,337.699875;7,160.81;716,080.96;40.03;0.944;N;Compliant;;261.99;1996614.5
27,494;2017;NonResidential;Distribution Center;Pacific Western Agencies;7700 2nd Ave S;Seattle;WA;98108.0;7327904585;1.0;GREATER DUWAMISH;47.53379;-122.33063;1979.0;1.0;1.0;36,982;0;36,982;Distribution Center, Office;Distributio;34,382;Office;2,600;;;;;10.20;10.00;26.00;25.80;376,539.5;369,437;;79,357.5;270,767.79;1,057.72;105,771.70;6.74;0.182;N;Compliant;;261.99;1996614.5
27,504;2017;NonResidential;Warehouse;WHECO;7417 4TH AVE S;SEATTLE;WA;98108.0;7327906465;1.0;GREATER DUWAMISH;47.53651;-122.32954;1964.0;1.0;2.0;23,400;0;23,400;Non-Refrigerated Warehouse, Office, Parking;Non-Refrige;20,002;Office;3,374;Parking;0;;;15.60;15.60;48.90;48.90;364,030.90625;364,030.90625;;106,691.296875;364,030.7049375;;;1.51;0.064;N;Compliant;;261.99;1996614.5
27,510;2017;Multifamily LR (1-4);Low-Rise Multifamily;Le Parc Condo;1231 5th Ave N;Seattle;WA;98109.0;4239100000;7.0;MAGNOLIA / QUEEN ANNE;47.63084;-122.34789;1992.0;1.0;4.0;21,232;;;Multifamily Housing;Multifamily;22,209;;;;;;;24.90;24.20;69.00;67.10;553,563.1875;537,489.875;;133,239.796875;454,614.1869375;989.49;98,949.00;7.14;0.336;Y;Not Compliant;;261.99;1996614.5
27,515;2017;Multifamily LR (1-4);Low-Rise Multifamily;Leschi Shores;720 Lakeside Ave S;Seattle;WA;98144.0;4279100000;3.0;CENTRAL;47.59593;-122.28689;1957.0;1.0;4.0;22,810;;;Multifamily Housing, Swimming Pool;Multifamily;16,299;Swimming Pool;0;;;;44.0;60.60;59.70;156.10;153.70;988,376.3125;973,411;;211,368.796875;721,190.3349375;2,671.86;267,186.04;17.17;0.753;N;Compliant;;261.99;1996614.5
27,526;2017;Multifamily LR (1-4);Low-Rise Multifamily;Vali Hai;800 1st Ave N.;Seattle;WA;98112.0;5457300300;7.0;MAGNOLIA / QUEEN ANNE;47.6267;-122.35506;1959.0;2.0;4.0;43,346;;;Multifamily Housing, Parking, Swimming Pool;Multifamily;43,346;Parking;12,600;Swimming Pool;0;;1.0;127.40;127.40;254.80;254.80;5,520,495;5,520,495;;735,688.3125;2,510,168.52225;30,103.26;3,010,326.17;170.26;3.928;N;Not Compliant;High outlier;261.99;1996614.5
27,528;2017;Multifamily LR (1-4);Low-Rise Multifamily;100 Roy St. Apartments;100 Roy St;Seattle;WA;98109.0;5457300410;7.0;MAGNOLIA / QUEEN ANNE;47.62573;-122.35496;1948.0;1.0;3.0;53,280;;;Multifamily Housing;Multifamily;53,280;;;;;;94.0;64.50;64.50;71.20;71.10;3,437,053.5;3,434,134.5;;25,941;88,510.692;33,485.43;3,348,542.58;178.21;3.345;N;Compliant;;261.99;1996614.5
27,532;2017;NonResidential;Other;Color Craft Building;621 2nd Ave N;Seattle;WA;98109.0;5457300570;7.0;MAGNOLIA / QUEEN ANNE;47.62518;-122.35317;1948.0;1.0;2.0;30,720;0;30,720;Office, Other, Parking;Other;28,120;Parking;1,600;Office;1,000;;;63.50;62.10;90.30;88.80;1,849,173.75;1,808,729.5;;96,418.1015625;328,978.56253125;15,201.95;1,520,195.02;82.10;2.672;N;Compliant;;261.99;1996614.5
27,540;2017;Multifamily LR (1-4);Low-Rise Multifamily;(ID#27540) BEL-AIR APTS;801 3RD AVE N;SEATTLE;WA;98109.0;5457800150;7.0;MAGNOLIA / QUEEN ANNE;47.62655;-122.35173;1958.0;1.0;4.0;21,056;;;Multifamily Housing;Multifamily;21,056;;;;;;94.0;23.30;22.90;73.00;71.80;489,581.6875;481,658.09375;;143,488.203125;489,581.7490625;;;2.03;0.096;N;Compliant;;261.99;1996614.5
27,553;2017;NonResidential;Warehouse;DAE II;676 S Industrial Way;Seattle;WA;98108.0;7376600035;2.0;GREATER DUWAMISH;47.56626;-122.3244;1972.0;1.0;1.0;23,232;0;23,232;Non-Refrigerated Warehouse;Non-Refrige;23,232;;;;;;;48.40;48.40;152.00;152.00;1,124,263;1,124,263;;329,502.59375;1,124,262.849875;;;4.65;0.2;N;Compliant;;261.99;1996614.5
27,554;2017;NonResidential;Warehouse;L&W Food Corporation;651 S. Industrial Way;Seattle;WA;98108.0;7376600060;2.0;GREATER DUWAMISH;47.56501;-122.3248;1974.0;1.0;1.0;35,046;0;35,046;Non-Refrigerated Warehouse;Non-Refrige;32,546;;;;;;100.0;40.90;39.00;101.30;99.30;1,330,859.875;1,270,264.25;;266,345.8125;908,771.91225;4,220.88;422,087.99;26.18;0.747;N;Compliant;;261.99;1996614.5
27,561;2017;NonResidential;Refrigerated Warehouse;OVERSEA CASING CO.;601 S NEVADA ST;SEATTLE;WA;98108.0;7376600250;2.0;GREATER DUWAMISH;47.56477;-122.32628;1961.0;1.0;1.0;25,577;0;25,577;Non-Refrigerated Warehouse, Office, Refrigerated Warehouse;Refrigerate;13,349;Non-Refrigerated Warehouse;8,228;Office;4,000;;;34.80;34.80;95.20;95.20;889,198.6875;889,243.5;;210,560;718,430.72;1,707.68;170,767.99;12.04;0.471;N;Compliant;;261.99;1996614.5
27,562;2017;NonResidential;Warehouse;MVI 7th Avenue;4329 7th Ave S;Seattle;WA;98108.0;7376600270;2.0;GREATER DUWAMISH;47.56448;-122.32484;1974.0;1.0;1.0;43,380;0;43,380;Non-Refrigerated Warehouse;Non-Refrige;42,844;;;;;;91.0;9.60;9.50;30.20;29.90;412,553.1875;408,139.6875;;120,912.3984375;412,553.10346875;;;1.71;0.039;N;Compliant;;261.99;1996614.5
27,567;2017;NonResidential;Small- and Mid-Sized Office;4010 Associates;4010 Stone Way North;Seattle;WA;98020.0;4452300055;4.0;LAKE UNION;47.65576;-122.34208;1995.0;1.0;3.0;20,410;0;20,410;Office;Office;20,410;;;;;;6.0;148.80;145.30;311.70;305.30;3,036,377.5;2,966,159;;445,067.8125;1,518,571.37625;15,178.06;1,517,805.96;86.89;4.257;N;Compliant;;261.99;1996614.5
27,569;2017;Multifamily LR (1-4);Low-Rise Multifamily;Lumen Condominium;501 Roy St;Seattle;WA;98109.0;4458720000;7.0;MAGNOLIA / QUEEN ANNE;47.62473;-122.34727;2006.0;1.0;3.0;97,855;;;Multifamily Housing, Parking;Multifamily;97,855;Parking;55,020;;;;97.0;32.30;31.80;75.40;73.90;3,160,742;3,113,649.5;;569,159.125;1,941,970.9345;12,187.71;1,218,771.00;72.76;0.744;N;Compliant;;261.99;1996614.5
27,570;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Luminaire;12328 31st Ave NE;Seattle;WA;98125.0;4458740000;5.0;NORTH;47.71816;-122.29484;2004.0;1.0;6.0;41,149;0;41,149;Multifamily Housing, Parking;Multifamily;41,149;Parking;25,100;;;;86.0;44.80;44.70;106.20;106.20;1,842,511.125;1,841,281.5;;341,556.8125;1,165,391.84425;6,771.19;677,119.04;40.78;0.991;N;Compliant;;261.99;1996614.5
27,573;2017;Multifamily LR (1-4);Low-Rise Multifamily;Aqua Terrace Apartments;1020 5th Ave N;Seattle;WA;98109.0;5458300045;7.0;MAGNOLIA / QUEEN ANNE;47.62868;-122.34718;1959.0;1.0;3.0;22,937;0;22,937;Multifamily Housing;Multifamily;22,937;;;;;;;25.20;25.20;79.10;79.10;577,941.8125;578,166.375;;169,385;577,941.62;;;2.39;0.104;N;Compliant;;261.99;1996614.5
27,574;2017;Multifamily LR (1-4);Low-Rise Multifamily;Taylor Apartments;901 Taylor Ave N;Seattle;WA;98109.0;5458300105;7.0;MAGNOLIA / QUEEN ANNE;47.62732;-122.34668;1967.0;1.0;4.0;21,168;;;Multifamily Housing;Multifamily;20,000;;;;;;62.0;28.60;28.20;89.80;88.40;572,175.5;563,101.3125;;167,695;572,175.34;;;2.37;0.112;N;Compliant;;261.99;1996614.5
27,582;2017;Multifamily HR (10+);High-Rise Multifamily;Meridian Condominium;1420 Terry Ave;Seattle;WA;98101.0;5464100000;7.0;EAST;47.61263;-122.32924;2002.0;1.0;27.0;179,678;0;179,678;Multifamily Housing;Multifamily;179,678;;;;;;34.0;63.10;62.20;127.20;126.30;11,346,514;11,181,126;;1,534,992.625;5,237,394.8365;61,091.19;6,109,119.14;346.12;1.926;N;Compliant;;261.99;1996614.5
27,584;2017;Multifamily HR (10+);High-Rise Multifamily;Meridian Manor Apartments;10345 Meridian Ave N;Seattle;WA;98133.0;5464300020;5.0;NORTHWEST;47.70451;-122.33453;1979.0;1.0;10.0;75,070;;;Multifamily Housing;Multifamily;75,070;;;;;;20.0;52.70;51.50;165.50;161.80;3,955,748.5;3,868,747.75;;1,159,363.5;3,955,748.262;;;16.37;0.218;N;Compliant;;261.99;1996614.5
27,585;2017;Multifamily LR (1-4);Low-Rise Multifamily;Meridian Terrace Apartments;1810 N 103rd ST;Seattle;WA;98133.0;5464300061;5.0;NORTHWEST;47.70355;-122.33502;1988.0;1.0;3.0;48,433;;;Multifamily Housing, Parking;Multifamily;35,854;Parking;12,579;;;;90.0;28.30;27.60;88.90;86.80;1,014,539.3125;990,860;;297,344.40625;1,014,539.114125;;;4.20;0.087;N;Compliant;;261.99;1996614.5
